conversation_id_str,created_at,favorite_count,full_text,id_str,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,hashtags,mentions,clean_text,label
1.9775074049811336e+18,Sun Oct 12 22:51:20 +0000 2025,55.0,Urgensi Peraturan Presiden Tata Kelola Program Makan Bergizi Gratis (MBG): Menjamin Kualitas Akuntabilitas dan Keberlanjutan Kini program MBG akan semakin kuat secara hukum dan implementatif karena Presiden sebentar lagi akan menerbitkan Peraturan Presiden (Perpres) yang https://t.co/lfojKVgUP8,1.9775074049811336e+18,in,2.0,9.0,18.0,https://x.com/undefined/status/1977507404981133736,1.2518248809677742e+18,kosong,kosong,urgensi peraturan presiden tata kelola program makan bergizi gratis menjamin kualitas akuntabilitas dan keberlanjutan kini akan semakin kuat secara hukum implementatif karena sebentar lagi menerbitkan perpres yang,neutral
1.9382421923233183e+18,Thu Jun 26 14:25:24 +0000 2025,0.0,Kanit Samapta Polsek Muara Batang Gadis melaksanakan kegiatan patroli malam sekaligus sambang kepada masyarakat desa Singkuang https://t.co/jFG2epG27O,1.9382421923233183e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1938242192323318255,9.987823564618383e+17,kosong,kosong,kanit samapta polsek muara batang gadis melaksanakan kegiatan patroli malam sekaligus sambang kepada masyarakat desa singkuang,neutral
1.9577457427366625e+18,Tue Aug 19 10:05:32 +0000 2025,100.0,DUKUNG Presiden Prabowo wujudkan janji-janjinya tapi Jangan Korbankan Mutu Pendidikan Gara-Gara Anggaran Gemuk MBG MBG harus memiliki dana sendiri jangan mengambil dana dari pendidikan https://t.co/YmwG7U2Ppq,1.9577457427366625e+18,in,7.0,17.0,46.0,https://x.com/undefined/status/1957745742736662595,1.2518248809677742e+18,kosong,kosong,dukung presiden prabowo wujudkan janji janjinya tapi jangan korbankan mutu pendidikan gara anggaran gemuk makan bergizi gratis harus memiliki dana sendiri mengambil dari,negative
1.925205173389181e+18,Wed May 21 15:00:56 +0000 2025,0.0,Makan Bergizi Gratis sangat penting untuk #PenuhiGiziIndonesia https://t.co/Nrp4NNhKqP,1.925205173389181e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1925205173389181191,1.707577428300976e+18,penuhigiziindonesia,kosong,makan bergizi gratis sangat penting untuk,positive
1.8914879626443249e+18,Mon Feb 17 14:00:47 +0000 2025,18.0,Aparat bubarkan aksi damai pelajar Papua yang menolak program Makan Bergizi Gratis pake peluru tajam. Mengandalkan peluru tajam karena hatinya tumpul...,1.8914879626443249e+18,in,1.0,1.0,5.0,https://x.com/undefined/status/1891487962644324723,289712324.0,kosong,kosong,aparat bubarkan aksi damai pelajar papua yang menolak program makan bergizi gratis pake peluru tajam mengandalkan karena hatinya tumpul,negative
1.919749177531044e+18,Tue May 06 13:40:45 +0000 2025,0.0,Langkah BGN Cegah Kasus Keracunan MBG Terulang Waktu Masak Dipersingkat hingga Selektif Pilih Bahan Baku https://t.co/83S3CatfLY,1.919749177531044e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1919749177531044005,1578222594.0,kosong,kosong,langkah badan gizi nasional cegah kasus keracunan makan bergizi gratis terulang waktu masak dipersingkat hingga selektif pilih bahan baku,positive
1.876275886582072e+18,Mon Jan 06 14:33:26 +0000 2025,0.0,1️⃣ Program makan gratis dimulai Program makan bergizi gratis perdana mulai beroperasi pada (6/1) dengan 190 satuan pemenuhan pelayanan gizi (SPPG) atau dapur yang dipimpin oleh utusan dari Badan Gizi Nasional.,1.876275888930833e+18,in,0.0,1.0,0.0,https://x.com/undefined/status/1876275888930832821,1.833777176967299e+18,kosong,kosong,1 program makan gratis dimulai bergizi perdana mulai beroperasi pada 6/1 dengan 190 satuan pemenuhan pelayanan gizi sekolah penyelenggara atau dapur yang dipimpin oleh utusan dari badan nasional,neutral
1.8796019143689503e+18,Wed Jan 15 18:49:52 +0000 2025,1.0,Makan Bergizi Gratis I TERNYATA PRABOWO TELADANI SYEKH ABDUL QADIR JAILANI https://t.co/AJA2TICoo6 lewat @YouTube,1.8796019143689503e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1879601914368950359,8.297452271329198e+17,kosong,youtube,makan bergizi gratis ternyata prabowo teladani syekh abdul qadir jailani lewat,neutral
1.8796616381247944e+18,Wed Jan 15 22:47:11 +0000 2025,0.0,Makan Bergizi Gratis Siswa di Pedesaan Ketua DPC Demokrat Rohul: Sebaiknya Libatkan Bumdes https://t.co/IkITiqzemy,1.8796616381247944e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1879661638124794298,1632918924.0,kosong,kosong,makan bergizi gratis siswa di pedesaan ketua dpc demokrat rohul sebaiknya libatkan bumdes,neutral
1.932802639450026e+18,Wed Jun 11 15:55:25 +0000 2025,1.0,@kiwikiki23 @erlanishere tapi emang bener sih di papua juga ada,1.9328290302163151e+18,in,0.0,1.0,0.0,https://x.com/undefined/status/1932829030216315021,1.7051707019620805e+18,kosong,"kiwikiki23, erlanishere",tapi memang bener sih di papua juga ada,neutral
1.900162485224649e+18,Thu Mar 13 12:30:14 +0000 2025,0.0,sukses buat program Makan Bergizi Gratis https://t.co/SegbsB8Cyv,1.900162485224649e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1900162485224649063,2769620460.0,kosong,kosong,sukses buat program makan bergizi gratis,positive
1.881586333610844e+18,Tue Jan 21 06:15:14 +0000 2025,10.0,Dana Minim ?? Lahh UMKM emang dananya unlimit ?? Tapi ngantongin izin n sertifikasi halal tuhh.. MBG harusnya B nya itu bergizi bukan Basi atau Berbahaya apalagi sampe Beracun !!,1.881586333610844e+18,in,0.0,1.0,4.0,https://x.com/undefined/status/1881586333610844228,149054292.0,kosong,kosong,dana minim lahh umkm memang dananya unlimit tapi ngantongin izin sertifikasi halal tuhh makan bergizi gratis harusnya nya itu bukan basi atau berbahaya apalagi sampe beracun,negative
1.8857067604950185e+18,Sat Feb 01 15:08:21 +0000 2025,0.0,MBG emang laknat ya Allahhhh kuat2 yaaa dosen dosen Indooo ,1.8857067604950185e+18,in,0.0,1.0,0.0,https://x.com/undefined/status/1885706760495018138,348856048.0,kosong,kosong,makan bergizi gratis memang laknat ya allahhhh kuat2 yaaa dosen indooo,positive
1.9110422606002427e+18,Sat Apr 12 13:02:35 +0000 2025,0.0,Ikut senang juga ternyata IDSurvey ikut hadir dan mendukung MBG #IDSurveySiapDukungMBG https://t.co/rwJ9kZaqfs,1.9110422606002427e+18,in,0.0,0.0,1.0,https://x.com/undefined/status/1911042260600242616,2758705895.0,idsurveysiapdukungmbg,kosong,ikut senang juga ternyata idsurvey hadir dan mendukung makan bergizi gratis,positive
1.9720689272715023e+18,Sat Sep 27 22:40:46 +0000 2025,2.0,Menyiapkan makanan dalam porsi ribuan seperti program MBG tidaklah sederhana. Faktanya ribuan pelajar keracunan usai menyantap menu MBG di sejumlah daerah. Bagaimana sih standar pengolahan makanan yang sehat dan baik dalam jumlah yang banyak serta aman untuk dikonsumsi? https://t.co/dtxVELi2VS,1.9720689272715023e+18,in,0.0,1.0,1.0,https://x.com/undefined/status/1972068927271502245,1.8279270880217784e+18,kosong,kosong,menyiapkan makanan dalam porsi ribuan seperti program makan bergizi gratis tidaklah sederhana faktanya pelajar keracunan usai menyantap menu di sejumlah daerah bagaimana sih standar pengolahan yang sehat dan baik jumlah banyak serta aman untuk dikonsumsi,negative
1.90009100395842e+18,Thu Mar 13 07:46:11 +0000 2025,1.0,Realisasi Anggaran Makan Bergizi Gratis Tembus Rp710 5 Miliar Jangkau 2 Juta Penerima https://t.co/7zXIjGlsrk,1.90009100395842e+18,in,0.0,0.0,1.0,https://x.com/undefined/status/1900091003958419500,132078023.0,kosong,kosong,realisasi anggaran makan bergizi gratis tembus rp710 5 miliar jangkau 2 juta penerima,neutral
1.884966614669693e+18,Thu Jan 30 14:07:16 +0000 2025,0.0,Anggota Komisi VII DPR RI Novita Hardini mengatakan bahwa prinsip gotong royong dan swadaya untuk program makan bergizi gratis (MBG) yang dilakukan oleh pemerintah daerah harus dicontoh oleh daerah lainnya. https://t.co/nJUis3LSV8,1.884966614669693e+18,in,1.0,1.0,0.0,https://x.com/undefined/status/1884966614669693195,18071520.0,kosong,kosong,anggota komisi vii dpr ri novita hardini mengatakan bahwa prinsip gotong royong dan swadaya untuk program makan bergizi gratis yang dilakukan oleh pemerintah daerah harus dicontoh lainnya,positive
1.941500792055444e+18,Sat Jul 05 14:13:54 +0000 2025,1.0,Suatu keberhasilan hendaknya diperoleh dari berproses gak bisa ujug-ujug apalagi kita bangsa yg besar dan mbg tuh daripada proyeknya dilelang ke katering (tiba-tiba buka katering) mending digarap dapur umum tentara gak sih just in my opinion,1.941500792055444e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1941500792055443866,1.1583563755015946e+18,kosong,kosong,suatu keberhasilan hendaknya diperoleh dari berproses tidak bisa ujug apalagi kita bangsa yg besar dan makan bergizi gratis tuh daripada proyeknya dilelang ke katering tiba buka mending digarap dapur umum tentara sih just in my opinion,positive
1.926267220360836e+18,Sat May 24 13:21:08 +0000 2025,0.0,Program Makan Bergizi Gratis membawa manfaat besar. Bukan cuma bantu penuhi gizi tapi juga membuka peluang menuju Indonesia yang lebih maju dan sejahtera. #FaktaIndonesia #MakanBergiziGratis #ManfaatMakanBergiziGratis #DukungProgramMakanBergiziGratis https://t.co/npNNOzFG7M,1.926267220360836e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1926267220360835395,1.7539917184527688e+18,"faktaindonesia, makanbergizigratis, manfaatmakanbergizigratis, dukungprogrammakanbergizigratis",kosong,program makan bergizi gratis membawa manfaat besar bukan cuma bantu penuhi gizi tapi juga membuka peluang menuju indonesia yang lebih maju dan sejahtera,positive
1.876263593903268e+18,Mon Jan 06 13:44:34 +0000 2025,1.0,Terbongkar Alasan Program Makan Bergizi Gratis Baru Dilaksanakan di 26 Provinsi https://t.co/W3UGOyhQ0u,1.876263593903268e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1876263593903267920,456426648.0,kosong,kosong,terbongkar alasan program makan bergizi gratis baru dilaksanakan di 26 provinsi,neutral
1.9425799468469327e+18,Tue Jul 08 13:42:05 +0000 2025,0.0,Bhabinkamtibmas Polsek Muara Batang Gadis Aiptu S. Bahri Lubis melaksanakan sambang dan silaturahmi serta menyampaikan himbauan kamtibmas di Kedai Kopi milik sdr Daniel Desa Tabuyung Kec. Muara Batang Gadis Kab. Madina. (08/07/2025) https://t.co/lxHAfH6UzB,1.9425799468469327e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1942579946846933486,1.909125492818731e+18,kosong,kosong,bhabinkamtibmas polsek muara batang gadis aiptu bahri lubis melaksanakan sambang dan silaturahmi serta menyampaikan himbauan kamtibmas di kedai kopi milik sdr daniel desa tabuyung kec kab madina 08 07 2025,positive
1.882688231273272e+18,Fri Jan 24 07:13:53 +0000 2025,0.0,Jaga kesehatan jaga gizi! Pemerintah hadir dengan program Makan Bergizi Gratis untuk semua. Mari dukung agar kita semua bisa hidup lebih sehat. #MakanBergiziGratis https://t.co/JCQFxxxRWS,1.8826882556547927e+18,in,0.0,1.0,0.0,https://x.com/undefined/status/1882688255654793373,1.562846317419737e+18,makanbergizigratis,kosong,jaga kesehatan gizi pemerintah hadir dengan program makan bergizi gratis untuk semua mari dukung agar kita bisa hidup lebih sehat,positive
1.961153298226086e+18,Thu Aug 28 21:57:49 +0000 2025,0.0,@GenZNusantara Semangat terus dukung program makan bergizi gratis Presiden Prabowo,1.961186485895664e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1961186485895663896,1.7003475473391163e+18,kosong,genznusantara,semangat terus dukung program makan bergizi gratis presiden prabowo,positive
1.933995186570568e+18,Sat Jun 14 23:54:35 +0000 2025,0.0,@GenZNusantara Makin yakin Indonesia bakal berjaya berkat program makan bergizi gratis dari Presiden Prabowo,1.9340367805186995e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1934036780518699302,1.8438635220544184e+18,kosong,genznusantara,makin yakin indonesia bakal berjaya berkat program makan bergizi gratis dari presiden prabowo,positive
1.911102054816449e+18,Sat Apr 12 17:00:11 +0000 2025,0.0,kamu suka MBG berarti?,1.911102054816449e+18,in,1.0,3.0,0.0,https://x.com/undefined/status/1911102054816448983,3242704066.0,kosong,kosong,kamu suka makan bergizi gratis berarti,neutral
1.9001506079039409e+18,Thu Mar 13 11:43:02 +0000 2025,0.0,Babinsa Kotagede Berkomitmen Membantu Program TNI Makan Bergizi Gratis https://t.co/inYEMDmlJ9,1.9001506079039409e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1900150607903940789,1.7927887904882156e+18,kosong,kosong,babinsa kotagede berkomitmen membantu program tni makan bergizi gratis,positive
1.938224693385065e+18,Thu Jun 26 13:15:52 +0000 2025,0.0,Kapolda Jambi Irjen Pol. Krisno H. Siregar memimpin kegiatan Ground Breaking Satuan Pelayanan Pemenuhan Gizi (SPPG) di dapur SPPG Polresta Jambi pada Kamis (26/06/2025) #jambi #poldjambi #kapoldajambi #irjenpolkrisnosiregar #powerisforservice #polripresisi https://t.co/vv518RC6s0,1.938224693385065e+18,in,0.0,1.0,0.0,https://x.com/undefined/status/1938224693385064833,240527619.0,"jambi, poldjambi, kapoldajambi, irjenpolkrisnosiregar, powerisforservice, polripresisi",kosong,kapolda jambi irjen pol krisno siregar memimpin kegiatan ground breaking satuan pelayanan pemenuhan gizi sekolah penyelenggara program di dapur polresta pada kamis 26 06 2025,positive
1.9318266011607493e+18,Sun Jun 08 21:32:07 +0000 2025,1.0,Bon bahhhhh..,1.9318266011607493e+18,fr,0.0,0.0,0.0,https://x.com/undefined/status/1931826601160749277,9.221076337750752e+17,kosong,kosong,bon bahhhhh,negative
1.952259262438356e+18,Mon Aug 04 06:44:14 +0000 2025,0.0,Anggota BKTM Sumberharjo Polsek Prambanan Aiptu Kismanto bersama anggota Babinsa Koramil 09 Prambanan laksanakan sambang dan monitoring pendistribusian Makan Bergizi Gratis di SMPN 2 Prambanan Dsn. Pereng Sumberharjo Prambanan Sleman. Senin 04/08/2025. POLRI UNTUK MASYARAKAT https://t.co/iitNLyAuFg,1.952259262438356e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1952259262438355425,1.247014712102908e+18,kosong,kosong,anggota bktm sumberharjo polsek prambanan aiptu kismanto bersama babinsa koramil 09 laksanakan sambang dan monitoring pendistribusian makan bergizi gratis di smpn 2 dsn pereng sleman senin 04 08 2025 polri untuk masyarakat,positive
1.9361790363397773e+18,Fri Jun 20 21:47:09 +0000 2025,0.0,Polri dan masyarakat bersatu untuk mendukung Program Makan Bergizi Gratis! Mari kita pastikan semua anak mendapatkan makanan sehat. ️ #MBG #Bersatu,1.9361790363397773e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1936179036339777652,1.3136685352231076e+18,"mbg, bersatu",kosong,polri dan masyarakat bersatu untuk mendukung program makan bergizi gratis mari kita pastikan semua anak mendapatkan makanan sehat,positive
1.9426040390590385e+18,Tue Jul 08 15:17:49 +0000 2025,0.0,Kalau utk indo skrg yg dipiring itu bukan buat perang tp MBG,1.9426040390590385e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1942604039059038415,9.053066776367636e+17,kosong,kosong,kalau utk indo sekarang yg dipiring itu bukan buat perang tapi makan bergizi gratis,negative
1.9111527683978447e+18,Sat Apr 12 20:21:42 +0000 2025,0.0,Sasaran MBG bukan anak2 usia sekolah tapi juga untuk ibu2 hamil agar anak2 tdk lahir stunting sehingga ke depannya akan tercipta generasi emas yg unggul #MBGWujudkanGenerasiSehat KIPK https://t.co/kb5YtSxMnZ,1.9111527683978447e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1911152768397844799,1.34427203499443e+18,mbgwujudkangenerasisehat,kosong,sasaran makan bergizi gratis bukan anak2 usia sekolah tapi juga untuk ibu2 hamil agar tdk lahir stunting sehingga ke depannya akan tercipta generasi emas yg unggul kipk,positive
1.957713437120746e+18,Tue Aug 19 07:57:10 +0000 2025,0.0,Bhabinkamtibmas Gunung Kelua Monitoring Pelaksanaan Makan Bergizi Gratis di Lima Sekolah Bhabinkamtibmas Kelurahan Gunung Kelua Aiptu Arif Mujiono melaksanakan kegiatan monitoring pelaksanaan program Makan Bergizi Gratis (MBG) di wilayah binaannya pada hari Selasa 19/08 https://t.co/TuYRjFhVuv,1.957713437120746e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1957713437120745867,1.1829762292106076e+18,kosong,kosong,bhabinkamtibmas gunung kelua monitoring pelaksanaan makan bergizi gratis di lima sekolah kelurahan aiptu arif mujiono melaksanakan kegiatan program wilayah binaannya pada hari selasa 19 08,positive
1.8774603552798968e+18,Thu Jan 09 21:00:04 +0000 2025,0.0,Jadi support MBG dan lihat gimana ekonomi daerah merangkak naik bareng-bareng #MakanBergiziGratis https://t.co/sOuehIATpL,1.8774603552798968e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1877460355279896578,1079979624.0,makanbergizigratis,kosong,jadi support makan bergizi gratis dan lihat gimana ekonomi daerah merangkak naik bareng,positive
1.981684599567868e+18,Fri Oct 24 11:30:01 +0000 2025,2.0,Kasus keracunan dalam program Makan Bergizi Gratis atau MBG kembali terulang di daerah Lembang Kabupaten Bandung Barat Jawa Barat dengan korban puluhan pelajar SMP pada Kamis (23/10/2025). Total sudah enam kejadian dengan korban ribuan pelajar dalam dua bulan terakhir. https://t.co/A0iukbedES,1.981684599567868e+18,in,0.0,7.0,2.0,https://x.com/undefined/status/1981684599567868115,255866913.0,kosong,kosong,kasus keracunan dalam program makan bergizi gratis atau kembali terulang di daerah lembang kabupaten bandung barat jawa dengan korban puluhan pelajar smp pada kamis 23 10 2025 total sudah enam kejadian ribuan dua bulan terakhir,negative
1.9035122300308687e+18,Sat Mar 22 18:20:55 +0000 2025,0.0,good job Polri! Siap sukseskan MBG bareng bakomsus gizi https://t.co/zDLKpO2kjC,1.9035122300308687e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1903512230030868715,2941486051.0,kosong,kosong,good job polri siap sukseskan makan bergizi gratis bareng bakomsus gizi,positive
1.9438140255714348e+18,Fri Jul 11 23:25:52 +0000 2025,0.0,Harapan akan dunia yang bebas kelaparan kian nyata dengan kerja sama MBG di G20 #MakanBergiziGratis https://t.co/G8WFm1EmfG,1.9438140255714348e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1943814025571434687,1.7025445065147884e+18,makanbergizigratis,kosong,harapan akan dunia yang bebas kelaparan kian nyata dengan kerja sama makan bergizi gratis di g20,positive
1.979433061763945e+18,Sat Oct 18 06:23:12 +0000 2025,64.0,Presiden RI Prabowo Subianto menegaskan bahwa program Makan Bergizi Gratis (MBG) tidak hanya berfokus pada peningkatan gizi anak-anak Indonesia tetapi juga menjadi penggerak ekonomi rakyat dan pencipta lapangan kerja dalam skala besar. Sc : @mmckalteng https://t.co/hB6xuCVFgj,1.979433061763945e+18,in,0.0,4.0,0.0,https://x.com/undefined/status/1979433061763944929,1.512594544805638e+18,kosong,mmckalteng,presiden ri prabowo subianto menegaskan bahwa program makan bergizi gratis tidak hanya berfokus pada peningkatan gizi anak indonesia tetapi juga menjadi penggerak ekonomi rakyat dan pencipta lapangan kerja dalam skala besar sc,positive
1.878091405698196e+18,Sat Jan 11 14:47:39 +0000 2025,4.0,Program #MakanBergiziGratis (MBG) memastikan anak-anak Indonesia mendapatkan gizi sesuai AKG untuk belajar optimal. Melibatkan Kemendikdasmen dan Badan Gizi Nasional program ini mendukung masa depan generasi emas Indonesia! #MBG #GenerasiSehat #IndonesiaMaju @NarasiNewsroom https://t.co/XLXf5wpypf,1.878091405698196e+18,in,0.0,2.0,0.0,https://x.com/undefined/status/1878091405698195794,1.825382097038856e+18,"makanbergizigratis, mbg, generasisehat, indonesiamaju",narasinewsroom,program makan bergizi gratis memastikan anak indonesia mendapatkan gizi sesuai akg untuk belajar optimal melibatkan kemendikdasmen dan badan nasional ini mendukung masa depan generasi emas,positive
1.8837626196619144e+18,Mon Jan 27 07:25:21 +0000 2025,3.0,AWARENESS DAN EVALUASI TERHADAP MAKAN SIANG BERGIZI GRATIS Mayoritas 91.3% warga tahu atau pernah dengar program makan bergizi gratis yang sudah mulai dijalankan oleh pemerintahan Prabowo Gibran sejak 6 Januari lalu dan mayoritas merasa puas dengan program tersebut. https://t.co/Lu47XbflOA,1.8837783061952148e+18,in,0.0,1.0,1.0,https://x.com/undefined/status/1883778306195214739,1379088229.0,kosong,kosong,awareness dan evaluasi terhadap makan siang bergizi gratis mayoritas 91.3 warga tahu atau pernah dengar program yang sudah mulai dijalankan oleh pemerintahan prabowo gibran sejak 6 januari lalu merasa puas dengan tersebut,positive
1.9350015808705293e+18,Tue Jun 17 15:48:22 +0000 2025,0.0,day kesekian ngatain mbg program gajelas,1.9350015808705293e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1935001580870529461,1.0836695555771556e+18,kosong,kosong,day kesekian ngatain makan bergizi gratis program gajelas,negative
1.9340144341519892e+18,Sat Jun 14 22:25:48 +0000 2025,0.0,Gizi anak-anak terjamin masa depan bangsa kian bersinar berkat Program MBG #MBGUntukIndonesia https://t.co/Jr1WA5rKlA,1.9340144341519892e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1934014434151989649,7.520401529864479e+17,mbguntukindonesia,kosong,gizi anak terjamin masa depan bangsa kian bersinar berkat program makan bergizi gratis,positive
1.9228473298428232e+18,Thu May 15 18:16:20 +0000 2025,0.0,@evsspoir Kehadiran dapur MBG Jayapura karena Prabowo dan Badan Gizi Nasional adalah langkah penting untuk atasi ketimpangan gizi,1.9230800201650708e+18,in,0.0,0.0,0.0,https://x.com/undefined/status/1923080020165070916,1.8188631561624453e+18,kosong,evsspoir,kehadiran dapur makan bergizi gratis jayapura karena prabowo dan badan gizi nasional adalah langkah penting untuk atasi ketimpangan,positive
1.9688154563382725e+18,Thu Sep 18 23:12:38 +0000 2025,1.0,Ayoooo semangat relawan mbg!!! That's why they used kata relawan. Dzolim to the bone.,1.9688154563382725e+18,in,0.0,1.0,0.0,https://x.com/undefined/status/1968815456338272385,1.5894831974775726e+18,kosong,kosong,ayoooo semangat relawan makan bergizi gratis that why they used kata dzolim to the bone,positive
