id_str,created_at,full_text,final_text,favorite_count,retweet_count,reply_count,quote_count,user_id_str,tweet_url
1.9197931620731128e+18,Tue May 06 16:35:32 +0000 2025,Selain untuk meningkatkan kesehatan dan gizi anak-anak di seluruh negeri kehadiran Program MBG juga mendorong pemerataan ekonomi di seluruh wilayah Indonesia. #MBG #MakanBergiziGratis #ManfaatMBG #DukungMBG https://t.co/4FQkiaA2di,tingkat sehat gizi anak anak negeri hadir program mbg dorong perata ekonomi wilayah indonesia mbg makanbergizigratis manfaatmbg dukungmbg,0,0,1,0,1456795484.0,https://x.com/undefined/status/1919793162073112950
1.9057696568850929e+18,Fri Mar 28 23:51:08 +0000 2025,Makan Bergizi Gratis Untuk Anak-Anak Papua #makanbergizigratis #papua #anakbangsa https://t.co/nH8DuNMp3W,makan gizi gratis anak anak papua makanbergizigratis papua anakbangsa,0,0,0,0,1.8663248246013207e+18,https://x.com/undefined/status/1905769656885092690
1.98228590490042e+18,Sun Oct 26 03:19:23 +0000 2025,Tidak semua anak di Indonesia mempunyai keberuntungan yg sama seperti de Ryan yg membagi lauk yg dia dapat dr MBG utk ibu nya Program MBG sangat terasa manfaat nya dan wajib utk di lanjutkan sampe kapan pun https://t.co/4rYkwXrG4n,anak indonesia untung yg de ryan yg bagi lauk yg dr mbg utk program mbg manfaat wajib utk lanjut sampe,16,6,5,0,1.6044089345254646e+18,https://x.com/undefined/status/1982285904900419914
1.877326360055546e+18,Thu Jan 09 12:07:37 +0000 2025,Kodim 0306/50 Kota memberikan program makan bergizi gratis (MBG) untuk siswa-siswi diwilayah Kabupaten 50 Kota dan Kota Payakumbuh secara bergilir sesuai jadwal yang sudah diatur yang bertujuan untuk meningkatkan gizi dan kesehatan anak-anak. Kamis (9/1/2025). https://t.co/cDwUXHaZA5,kodim kota program makan gizi gratis mbg siswa siswi wilayah kabupaten kota kota payakumbuh gilir sesuai jadwal atur tuju tingkat gizi sehat anak anak kamis,0,0,0,0,1.2118689590472417e+18,https://x.com/undefined/status/1877326360055546073
1.9688133923086093e+18,Thu Sep 18 23:04:26 +0000 2025,Tujuannya ya supaya dapat proyek penyediaan makan bergizi gratis dengan bahan baku yg gak layak sehingga banyak yg keracunan,tuju ya proyek sedia makan gizi gratis bahan baku yg layak yg racun,0,0,0,0,1.771257340521771e+18,https://x.com/undefined/status/1968813392308609407
1.8761904101268111e+18,Mon Jan 06 08:53:46 +0000 2025,Program Makan Bergizi Gratis resmi diluncurkan serentak di 190 titik di Indonesia mulai hari ini Senin (6/1/2025). https://t.co/pDlGCax6JV,program makan gizi gratis resmi luncur serentak titik indonesia senin,0,0,0,0,1.6985801330688655e+18,https://x.com/undefined/status/1876190410126811185
1.9371942361155707e+18,Mon Jun 23 17:01:11 +0000 2025,Program MBG sebenernya adalah Program Mainkan Billyeoon Goyangi,program mbg sebenernya program main billyeoon goyang,15,4,1,1,1.3336157646962278e+18,https://x.com/undefined/status/1937194236115570755
1.9775140600287887e+18,Sun Oct 12 23:17:47 +0000 2025,Susu dalam MBG = langkah nyata ubah kebijakan gizi jadi gerakan nasional Untuk anak sekolah yang sehat cerdas dan masa depan Indonesia yang lebih kuat 🇮🇩 #LanjutkanMBG #MBG #KluivertOut PSSI Menpora #OurMuseJimin #afcmafia #WASITMAFIA mbg berbenah HAPPY BIRTHDAY JIMIN afc https://t.co/Mz579l0TLJ,susu mbg langkah nyata ubah bijak gizi gera nasional anak sekolah sehat cerdas indonesia kuat lanjutkanmbg mbg kluivertout pssi menpora ourmusejimin afcmafia wasitmafia mbg benah happy birthday jimin afc,5,0,0,0,1.804674220389249e+18,https://x.com/undefined/status/1977514060028789197
1.9720645551413985e+18,Sat Sep 27 22:23:23 +0000 2025, Paradoks Indonesia Melalui MBG: BGN Harus Bereformasi https://t.co/E9Neq44hFl,paradoks indonesia mbg bangun reformasi,3,2,0,0,8.473725428304445e+17,https://x.com/undefined/status/1972064555141398628
1.8795777459798423e+18,Wed Jan 15 17:13:50 +0000 2025,MUI Tolak Penggunaan Dana Zakat Buat Biayai Makan Bergizi Gratis: Penggunaan dana zakat tidak bisa serampangan. Dana zakat tdk bisa di gunakan. Beda dgn dana infak dan sedekah penggunaannya lbh longgar dana zakat hny diperuntukkan bagi delapan golongan. https://t.co/oaPpU1ZbzD https://t.co/nxhUGChv7b,mui tolak guna dana zakat biaya makan gizi gratis guna dana zakat serampang dana zakat tdk beda dgn dana infak sedekah guna lbh longgar dana zakat hny untuk delapan golong,0,0,0,0,1.8664780585822577e+18,https://x.com/undefined/status/1879577745979842598
1.9121121852681585e+18,Tue Apr 15 11:54:04 +0000 2025,Program makan bergizi gratis untuk meningkatkan konsentrasi partisipasi dan prestasi belajar siswa. #MakanBergiziGratis #DukungMBG #IndonesiaHebat https://t.co/nuGWIAJZxW,program makan gizi gratis tingkat konsentrasi partisipasi prestasi ajar siswa makanbergizigratis dukungmbg indonesiahebat,0,0,0,0,1.5039676470123725e+18,https://x.com/undefined/status/1912112185268158588
1.9000956644551311e+18,Thu Mar 13 08:04:43 +0000 2025,Personil Polsek Siau Barat - Polres Kepulauan Sitaro. Melaksanakan Monitoring Kegiatan Penyaluran Program Makan Bergizi Gratis (MBG) Kamis 13/03/205 #monitoringMBG #polreskepulauansitaro https://t.co/eDUIYxl2HX,personil polsek siau barat polres pulau sitaro laksana monitoring giat salur program makan gizi gratis mbg kamis monitoringmbg polreskepulauansitaro,1,0,0,0,1.2718243269127332e+18,https://x.com/undefined/status/1900095664455131260
1.901120570525373e+18,Sun Mar 16 03:57:19 +0000 2025,Dukung program makan bergizi gratis demi tumbuh kembang optimal. #PenuhiGiziIndonesia,dukung program makan gizi gratis tumbuh kembang optimal penuhigiziindonesia,0,0,0,0,1.5645554504392417e+18,https://x.com/undefined/status/1901120570525372882
1.883993072440312e+18,Mon Jan 27 21:38:46 +0000 2025,MBG cegah stunting Program Makan Bergizi Gratis Diprioritaskan Daerah Tinggi Stunting Kalangan Anak Sekolah #PenuhiGiziIndonesia https://t.co/EoGzOBtAVQ,mbg cegah stunting program makan gizi gratis prioritas daerah stunting kalang anak sekolah penuhigiziindonesia,206,196,210,0,1.2832649695139062e+18,https://x.com/undefined/status/1883993072440312157
1.92739180181767e+18,Tue May 27 15:49:49 +0000 2025,Selama ini ngekritik MBG malah jadi PIC MBG mantau pelaksanaan MBG tiap minggu,ngekritik mbg pic mbg mantau laksana mbg minggu,0,1,1,0,1.244257448602374e+18,https://x.com/undefined/status/1927391801817669926
1.945886243343995e+18,Thu Jul 17 16:40:07 +0000 2025,keren banget pak polisi ikut serta Program Makan Bergizi Gratis! Salut! https://t.co/ZkCzhe4dSH https://t.co/cquNaKFed5,keren polisi program makan gizi gratis salut,0,0,0,0,2956507865.0,https://x.com/undefined/status/1945886243343994887
1.9035862442544207e+18,Sat Mar 22 23:15:02 +0000 2025,hebat! Polri fokus di kesehatan go MBG https://t.co/i7duJ7NB5A,hebat polri fokus sehat go mbg,0,0,0,0,2801374407.0,https://x.com/undefined/status/1903586244254421213
1.9176325181715505e+18,Wed Apr 30 17:29:54 +0000 2025,Tidak ada anak yang belajar dalam keadaan lapar. Program makan bergizi gratis adalah langkah nyata menuju pendidikan yang lebih adil dan merata. #PendidikanBergizi #GiziUntukPrestasi #JatimSejahtera #AyoDukungProgramGizi https://t.co/MbhWADEZXJ,anak ajar lapar program makan gizi gratis langkah nyata didik adil rata pendidikanbergizi giziuntukprestasi jatimsejahtera ayodukungprogramgizi,0,0,0,0,1.5825578892015698e+18,https://x.com/undefined/status/1917632518171550107
1.9500481081480763e+18,Tue Jul 29 04:17:53 +0000 2025,Bukan cuma cita-cita program makan bergizi gratis udah diakui internasional sebagai solusi nyata https://t.co/yslCPaJKFn,cita cita program makan gizi gratis udah aku internasional solusi nyata,0,0,0,0,1.937445489840177e+18,https://x.com/undefined/status/1950048108148076664
1.9632475624894835e+18,Wed Sep 03 14:27:48 +0000 2025,Kayaknya sulit dah ini di eksekusi soalnya ga to the point masih abu abu. Apalagi yg tenggat tahunan. Praktisnya itu seperti 1. Tinjau ulang/batalkan program MBG 2. Larang pejabat negara rangkap jabatan terutama di BUMN 3. Alihkan anggaran pertahanan ke program kerakyatan,kayak sulit dah eksekusi to the point abu abu yg tenggat tahun praktis tinjau ulang batal program mbg larang jabat negara rangkap jabat bumn alih anggar tahan program rakyat,0,0,0,0,1.0641701721084192e+18,https://x.com/undefined/status/1963247562489483405
1.8747554676517645e+18,Thu Jan 02 09:51:49 +0000 2025,Harga susu yang terus meningkat sulitnya distribusi ke daerah terpencil dan masalah intoleransi laktosa pada sebagian anak menjadi tantangan besar dalam program makan bergizi gratis. Kelor ditawarkan sebagai solusi apakah bisa? https://t.co/pFpzwjUC0v https://t.co/0s8cHs6qVG,harga susu tingkat sulit distribusi daerah pencil intoleransi laktosa anak tantang program makan gizi gratis kelor tawar solusi,0,0,0,0,3306601171.0,https://x.com/undefined/status/1874755467651764514
1.900114166821565e+18,Thu Mar 13 09:18:14 +0000 2025,Pemerintah Sudah Gelontorkan Anggaran MBG Rp710 5 Miliar untuk MBG per 12 Maret 2025 https://t.co/sc6qgk33a4 https://t.co/Rm9mHkwuzh,perintah gelontor anggar mbg rp miliar mbg maret,1,0,0,0,118371948.0,https://x.com/undefined/status/1900114166821564725
1.941469763584377e+18,Sat Jul 05 12:10:37 +0000 2025,Merepotkan sekali. Padahal anaknya liburan ke rumah nenek panen rambutan https://t.co/k7YdgeedGi https://t.co/Q37WHrOSkK,repot anak libur rumah nenek panen rambutan,4,4,5,0,1138727688.0,https://x.com/undefined/status/1941469763584377024
1.9338925547282885e+18,Sat Jun 14 14:21:29 +0000 2025,MBG tuh G nya Goblin,mbg tuh goblin,0,0,0,0,1.407417074167677e+18,https://x.com/undefined/status/1933892554728288496
1.9620709500417805e+18,Sun Aug 31 08:32:22 +0000 2025,Turunkan gaji anggota DPR DPRD DPD KEMENTRIAN HAKIM Jaksa pejabat dsb Komisaris2 dikurangi orangnya plus gajinya...bubarkan MBG program konyol lainnya,turun gaji anggota dpr dprd dpd tri hakim jaksa jabat dsb komisaris rang orang plus gaji bubar mbg program konyol,0,0,0,0,48670997.0,https://x.com/undefined/status/1962070950041780496
1.8826707537050708e+18,Fri Jan 24 06:04:20 +0000 2025,DPMK Berau Dorong BUMDes Terlibat dalam Program Makan Bergizi Gratis #BNetwork https://t.co/ctMkBamLeP,dpmk rau dorong bumdes libat program makan gizi gratis bnetwork,0,0,0,0,154102750.0,https://x.com/undefined/status/1882670753705070888
1.93390527027676e+18,Sat Jun 14 15:12:01 +0000 2025,Vendor MBG tertarik dengan video ini,vendor mbg tarik video,1,0,0,0,114347242.0,https://x.com/undefined/status/1933905270276759784
1.910994243948356e+18,Sat Apr 12 09:51:46 +0000 2025,Cina belajar dari Jepang soal meletakkan pendidikan dan riset sbg pondasi kemajuan bangsanya Letak Indonesia? Masih bingung cari modal MBG sambil teriak2 antek asing krn modalnya kurang,cina ajar jepang letak didik riset sbg pondasi maju bangsa letak indonesia bingung cari modal mbg teriak antek asing krn modal,0,0,3,0,402054952.0,https://x.com/undefined/status/1910994243948355891
1.878345186499048e+18,Sun Jan 12 07:36:05 +0000 2025,Makan bergizi adalah hak semua orang. Program makan bergizi gratis di Jawa Timur menjadi langkah nyata untuk melawan stunting dan meningkatkan kesehatan masyarakat. Dukung program ini untuk generasi yang lebih sehat dan kuat! https://t.co/ZcpVwhxGTs,makan gizi hak orang program makan gizi gratis jawa timur langkah nyata lawan stunting tingkat sehat masyarakat dukung program generasi sehat kuat,0,0,0,0,1.3566175323674952e+18,https://x.com/undefined/status/1878345186499047602
1.9328432485713308e+18,Wed Jun 11 16:51:55 +0000 2025,main abu2 ah: semua eksploitasi energi itu ada cons dan merusak tapi kita butuh :)) tinggal pilih cons mana yang mau diterima :)) there is no free lunch ada pun ada ya busuk macem mbg :)))))),main abu ah eksploitasi energi cons rusak butuh tinggal pilih cons terima there is no free lunch ya busuk macem mbg,29,4,2,1,78931279.0,https://x.com/undefined/status/1932843248571330843
1.9011456309549752e+18,Sun Mar 16 05:36:54 +0000 2025,Makan bergizi gratis https://t.co/C0FjFV51Nx,makan gizi gratis,0,0,0,0,1.6862761923522724e+18,https://x.com/undefined/status/1901145630954975327
1.9001951848368287e+18,Thu Mar 13 14:40:10 +0000 2025,Gara begini nih MBG isinya telor rebus doang,gara mbg isi telor rebus doang,0,0,0,0,1.4912162781909852e+18,https://x.com/undefined/status/1900195184836829216
1.9328485092267912e+18,Wed Jun 11 17:12:49 +0000 2025,Heh Pemerintah. Liat nih. Temen-temen gue (termasuk ini yang gue lampirin chatnya) kesusahan buat daftar masuk kuliah. Gara-gara pendidikan gak jadi prioritas kalian (MBG kan prioritasnya?). Padahal bukannya ada tujuan Indonesia untuk mencerdaskan kehidupan bangsa? https://t.co/HB0xA3hgiI,heh perintah liat temen temen lampirin chatnya susah daftar masuk kuliah gara gara didik prioritas mbg prioritas tuju indonesia cerdas hidup bangsa,5,0,3,0,1.870122261598097e+18,https://x.com/undefined/status/1932848509226791082
1.9143884594874373e+18,Mon Apr 21 18:39:11 +0000 2025,Puluhan Siswa MAN 1 Cianjur mengalami keracunan usai menyantap Makan Bergizi Gratis pada hari senin kemaren https://t.co/pEq4L0OjwK,puluh siswa man cianjur alami racun santap makan gizi gratis senin kemaren,1,0,0,0,1.815889804632154e+18,https://x.com/undefined/status/1914388459487437293
1.9295579076051973e+18,Mon Jun 02 15:17:09 +0000 2025,Dukung Asta Cita Pemerintah Sosialisasikan Program MBG di Sambikerep Surabaya https://t.co/iJJrIDsN3R #PolitikPemerintahan #Jatim #MBG #Surabaya,dukung asta cita perintah sosialisasi program mbg sambikerep surabaya politikpemerintahan jatim mbg surabaya,0,0,0,0,21287066.0,https://x.com/undefined/status/1929557907605197258
1.941641612834353e+18,Sat Jul 05 23:33:29 +0000 2025,Pemerintah alokasikan anggaran besar hingga Rp240 triliun untuk Program Makan Bergizi Gratis di 2026! Ini bukti nyata komitmen cetak generasi sehat cerdas &amp; tangguh demi masa depan Indonesia. #MakanBergiziGratis #IndonesiaSehat #GenerasiTangguh https://t.co/g1Qj8LcDZS,perintah alokasi anggar rp triliun program makan gizi gratis bukti nyata komitmen cetak generasi sehat cerdas amp tangguh indonesia makanbergizigratis indonesiasehat generasitangguh,0,0,0,0,1.652310151096066e+18,https://x.com/undefined/status/1941641612834353393
1.9045772005292567e+18,Tue Mar 25 16:52:44 +0000 2025,Program Makan Bergizi Gratis terbukti beri segudang manfaat untuk kesehatan dan perekonomian masyarakat #PenuhiGiziIndonesia https://t.co/HCtieIkDrQ,program makan gizi gratis bukti gudang manfaat sehat ekonomi masyarakat penuhigiziindonesia,0,0,1,0,1.707577428300976e+18,https://x.com/undefined/status/1904577200529256735
1.8826765192036685e+18,Fri Jan 24 06:27:15 +0000 2025,Pemerintah Hemat APBN Rp 306 69 Triliun Dialokasikan untuk Program Makan Bergizi Gratis https://t.co/UV4yw1y5WU,perintah hemat apbn rp triliun alokasi program makan gizi gratis,0,0,0,0,60490875.0,https://x.com/undefined/status/1882676519203668378
1.896896015304938e+18,Tue Mar 04 12:10:27 +0000 2025,Inilah kenapa gw pengen infrastruktur pakai apbd pemprov bayangkan 15M bisa dialokasikan untuk bidang selain infrastruktur pendidikan kesehatan transum dan MBG bisa ngegaji petugas damkar dengan layak...,gw ken infrastruktur pakai apbd pemprov bayang alokasi bidang infrastruktur didik sehat transum mbg ngegaji tugas damkar layak,1,1,0,0,398798880.0,https://x.com/undefined/status/1896896015304937968
1.956861535424561e+18,Sat Aug 16 23:32:01 +0000 2025,Saat Prabowo Inspektur Upacara HUT RI semangat persatuan terasa kuat! Pemerintahan Prabowo-Gibran kurang dari setahun telah luncurkan program Makan Bergizi Gratis jangkau jutaan anak &amp; ibu hamil. Kesejahteraan rakyat jadi prioritas. #Dirgahayu80NKRI,prabowo inspektur upacara hut ri semangat satu kuat perintah prabowo gibran tahun luncur program makan gizi gratis jangkau juta anak amp hamil sejahtera rakyat prioritas dirgahayu nkri,0,0,0,0,1.8626791545312133e+18,https://x.com/undefined/status/1956861535424561384
1.8848871834522504e+18,Thu Jan 30 08:51:38 +0000 2025,Terkait pengunaan kupon supaya penerima manfaat MBG bisa lebih tepat sasaran Adita menyampaikan bahwa ini akan dikaji lebih lanjut oleh Badan Gizi Nasional karena yang menjadi fokus adalah pengawasan,kait pengunaan kupon terima manfaat mbg sasar adita kaji badan gizi nasional fokus awas,1,1,1,0,202579029.0,https://x.com/undefined/status/1884887183452250511
1.9731603921563896e+18,Tue Sep 30 22:57:51 +0000 2025,Program MBG Bertujuan Rakyat Sehat Bergizi Dgn APBN Ratusan Triliun Faktanya Keracunan Anak Sekolah Bergelimpangan dimana mana Wartawan Coba Tanya Ke Istana @prabowo Di Cabut Kartu Persnya Istana Di Jaktim Konon Diperlukan Kasar Kok Gitu ? Bukan Bikin Tim Audit Investigasi https://t.co/0BvC4yit1U,program mbg tuju rakyat sehat gizi dgn apbn ratus triliun fakta racun anak sekolah gelimpang mana wartawan coba istana cabut kartu pers istana jaktim konon kasar gitu bikin tim audit investigasi,2,0,0,0,1.4540082040278548e+18,https://x.com/undefined/status/1973160392156389556
1.9110797697789133e+18,Sat Apr 12 15:31:37 +0000 2025,@zanatul_91 Bisa jadi itu bukti kalau program makan bergizi gratis ini nggak hanya buat pejabat aja tapi buat seluruh masyarakat. Fokusnya bukan soal makan bareng tapi memberi kesempatan kepada semua orang termasuk anak-anak untuk mendapatkan makanan yang lebih baik dan bergizi.,bukti program makan gizi gratis jabat masyarakat fokus makan bareng sempat orang anak anak makan gizi,0,0,0,0,8.255442424371241e+17,https://x.com/undefined/status/1911079769778913688
1.892504380689027e+18,Thu Feb 20 09:19:40 +0000 2025,Ujicoba MBG dg makanan serangga tinggi protein,ujicoba mbg dg makan serangga protein,0,0,0,0,256882477.0,https://x.com/undefined/status/1892504380689027129
1.876416747043193e+18,Mon Jan 06 23:53:09 +0000 2025,Dedek Prayudi: Pelaksanaan Makan Bergizi Gratis Serentak Nasional. https://t.co/5iIutR1IPB,dedek prayudi laksana makan gizi gratis serentak nasional,8,0,11,3,2395238000.0,https://x.com/undefined/status/1876416747043192973
1.9588838638384704e+18,Fri Aug 22 13:28:02 +0000 2025,AHY resmikan Koperasi Merah Putih di Madiun. Program ini menyasar petani nelayan UMKM sekaligus mendukung makan bergizi gratis. https://t.co/1pFKtBMVRM,ahy resmi koperasi merah putih madiun program sasar tani nelayan umkm dukung makan gizi gratis,0,0,0,0,1404018642.0,https://x.com/undefined/status/1958883863838470341
1.976426644891108e+18,Thu Oct 09 23:16:47 +0000 2025,Program ini membuktikan bahwa masalah gizi bukan hal sepele. Dengan MBG negara serius memeranginya https://t.co/uh7UOwuSez,program bukti gizi sepele mbg negara serius merang,0,0,0,0,2757539013.0,https://x.com/undefined/status/1976426644891107740
1.9425487530110733e+18,Tue Jul 08 11:38:08 +0000 2025,Kapolsek Muara Batang Gadis Iptu Akmaluddin S.H. M.H diwakili Kanit Samapta Aiptu Indra Ali Akbar menghadiri Sosialisasi Wawasan Kebangsaan kepada Kecamatan Muara Batang Gadis Kab. Madina di Aula SMP Al Fath Singkuang Kec. Muara Batang Gadis Kab. Madina. (08/07/2025) https://t.co/UkFJO6vIMZ,kapolsek muara batang gadis iptu akmaluddin wakil kanit samapta aiptu indra ali akbar hadir sosialisasi wawas bangsa camat muara batang gadis kab madina aula smp al fath singkuang kec muara batang gadis kab madina,0,0,0,0,1.909125492818731e+18,https://x.com/undefined/status/1942548753011073529
1.9632993465204288e+18,Wed Sep 03 17:53:35 +0000 2025,Pemerintah dan Kolaborasi Lintas Sektor Target Program Makan Bergizi Gratis di Papua Barat Daya Berjalan Baik https://t.co/djNhPJXZ4d,perintah kolaborasi lintas sektor target program makan gizi gratis papua barat daya jalan,0,0,0,0,1.4834526245823816e+18,https://x.com/undefined/status/1963299346520428867
1.9011090676841352e+18,Sun Mar 16 03:11:37 +0000 2025,Mari bersama dukung program Makan Bergizi Gratis karena anak-anak yang sehat dan bergizi baik adalah kunci Indonesia maju di masa depan #PenuhiGiziIndonesia https://t.co/poowG3Ty2Z,mari dukung program makan gizi gratis anak anak sehat gizi kunci indonesia maju penuhigiziindonesia,0,0,2,0,1.6202785789225329e+18,https://x.com/undefined/status/1901109067684135172
1.9521810465246825e+18,Mon Aug 04 01:33:25 +0000 2025,Kesejahteraan rakyat dimulai dari dapur. Dengan program makan bergizi gratis yang didukung produk lokal kita wujudkan masyarakat yang sehat cerdas dan sejahtera. #MakanBergiziGratis #EkonomiLokal #RakyatSejahtera https://t.co/BTXNvRlZyY,sejahtera rakyat dapur program makan gizi gratis dukung produk lokal wujud masyarakat sehat cerdas sejahtera makanbergizigratis ekonomilokal rakyatsejahtera,0,0,0,0,1.8844651492702413e+18,https://x.com/undefined/status/1952181046524682286
1.877320609719374e+18,Thu Jan 09 11:44:46 +0000 2025,Sayur over cook Pisang? Susu ini kan lebih byk gula ktimbang kandungan susu sapi? Itu protein apa? Yg emak2nya biasa masakin anak apa anak2 mau makan spt ini? Ya Allah andai blm mampu ada MBG knapa dipaksakan?Knapa dana TDK dialihkan utk sekolah gratis:seragam LKS perpustakaan?,sayur over cook pisang susu byk gula ktimbang kandung susu sapi protein yg emak masakin anak anak makan spt ya allah andai blm mbg knapa paksa knapa dana tdk alih utk sekolah gratis seragam lks pustaka,20,5,3,2,1.4280026738154824e+18,https://x.com/undefined/status/1877320609719374131
1.953416690773209e+18,Thu Aug 07 11:23:26 +0000 2025,@fakeclones @papaveroideae_ @prabowo Tidak klaim itu tidak didukung data. Menurut BPS tingkat kemiskinan turun ke 8 47% pada Maret 2025 (terendah 20 tahun) dari 8 57% September 2024. Kebijakan Prabowo seperti makan bergizi gratis dan koperasi desa malah mengurangi kemiskinan ekstrem menjadi 0 85%. Sumber: BPS ,klaim dukung data bps tingkat miskin turun maret rendah september bijak prabowo makan gizi gratis koperasi desa kurang miskin ekstrem sumber bps,0,0,1,0,1.7206651831889224e+18,https://x.com/undefined/status/1953416690773209381
1.961089933851976e+18,Thu Aug 28 15:34:10 +0000 2025,Baca berita ratusan anak2 keracunan MBG di Bengkulu ini RATUSAN loh RATUSAN. Mau berapa ratus korban lagi se-Indonesia? Belum lagi statement2 pejabat yg bilang belum biasa makan enak lah dst nyakitin banget. Bener2 Makan Beracun Gratis. Tiap hari food waste. Ya Allah..,baca berita ratus anak racun mbg bengkulu ratus loh ratus ratus korban indonesia statement jabat yg bilang makan enak dst nyakitin bener makan racun gratis food waste ya allah,0,0,0,0,183611308.0,https://x.com/undefined/status/1961089933851975983
